bob
caseNumber,groupName,identityName,class,placeOfRescue,zoneName,zoneName2,dateAdded,rescueNotes,facility,dateOfAdmission,timeOfAdmission,food,housing,medicalCare,proposedResolution,otherResolution,ageYears,ageMonths,stage,weight,length,height,dateOfExamination,modeOfRestraint,temperature,heartRate,pulse,resperation,observationNotes,outcomeNotes,createdBy,lastUpdatedAt,lastUpdatedBy
99045c8d-7fd6-4df7-a4e6-14e24cc47ca8,Owl,Monkey,Aves,Chenai,MVS-CA,MVS-CA,Thu Aug 17 2017 09:54:02 GMT+0100 (British Summer Time),None,Unknown,05-03-2017},12:54},None,,,,,13,4,infant,74kg,221cm,125cm,Fri Nov 07 2014 21:54:47 GMT+0000 (Greenwich Mean Time),None,None,149,Yes,None,None,None,,Wed Oct 15 2014 06:37:40 GMT+0100 (British Summer Time),
3dd15367-f65f-4307-8bc1-92267281b25f,Deer,Tiger,Aves,Bengal,MVS-CA,MVS-CA,Sat May 25 2019 14:00:02 GMT+0100 (British Summer Time),None,Unknown,11-04-2011},11:22},None,,,,,4,10,infant,22kg,182cm,43cm,Wed Oct 26 2011 06:15:44 GMT+0100 (British Summer Time),None,None,98,Yes,None,None,None,,Sat Jan 15 2011 22:13:34 GMT+0000 (Greenwich Mean Time),
bd54a00f-6710-401f-907a-b75b748a424b,Elephant,Tiger,Reptilia,Bombay,MVS-CA,MVS-EA,Sun Apr 07 2019 13:37:30 GMT+0100 (British Summer Time),None,Unknown,06-05-2013},00:07},None,,,,,13,8,neonate,114kg,40cm,43cm,Mon Jul 01 2013 01:28:52 GMT+0100 (British Summer Time),None,None,147,Yes,None,None,None,,Mon Mar 09 2015 03:28:26 GMT+0000 (Greenwich Mean Time),
c70f3e32-4975-4b73-91db-9f3c6f95d0b0,Tiger,Monkey,Aves,Bombay,MVS-CA,MVS-NB,Tue Apr 17 2012 10:47:38 GMT+0100 (British Summer Time),None,Unknown,13-04-2018},22:38},None,,,,,2,2,neonate,41kg,187cm,69cm,Tue Feb 11 2020 20:13:02 GMT+0000 (Greenwich Mean Time),None,None,69,Yes,None,None,None,,Thu Nov 22 2018 12:58:00 GMT+0000 (Greenwich Mean Time),
21f55f81-e4c6-40f4-b47b-0f78f99d273b,Owl,Eagle,Reptilia,Pune,MVS-NB,MVS-NB,Mon Apr 16 2012 07:12:49 GMT+0100 (British Summer Time),None,Unknown,09-06-2019},09:11},None,,,,,5,1,adult,35kg,150cm,65cm,Tue Oct 15 2019 17:55:09 GMT+0100 (British Summer Time),None,None,118,Yes,None,None,None,,Wed Apr 27 2016 09:31:20 GMT+0100 (British Summer Time),
56ac1e9a-2223-4b1a-953f-eda6e2b68b0a,Deer,Owl,Aves,Pune,MVS-CA,MVS-EA,Sun Aug 18 2019 03:38:24 GMT+0100 (British Summer Time),None,Unknown,28-11-2017},13:24},None,,,,,9,10,infant,42kg,136cm,55cm,Sat Jun 28 2014 18:06:13 GMT+0100 (British Summer Time),None,None,144,Yes,None,None,None,,Tue Jun 13 2017 14:00:33 GMT+0100 (British Summer Time),
89635ffd-0e26-4e74-986b-76b303f77a29,Elephant,Turtle,Mamalia,Bombay,MVS-NB,MVS-CA,Fri Nov 22 2013 10:14:06 GMT+0000 (Greenwich Mean Time),None,Unknown,02-12-2013},20:21},None,,,,,12,4,subadult,57kg,233cm,93cm,Fri Dec 31 2010 22:13:47 GMT+0000 (Greenwich Mean Time),None,None,78,Yes,None,None,None,,Sun Oct 24 2010 10:18:11 GMT+0100 (British Summer Time),
8a94b830-8170-4b1b-8804-0a107308172a,Reptile,Monkey,Aves,Bengal,MVS-CA,MVS-EA,Tue Sep 10 2013 05:20:30 GMT+0100 (British Summer Time),None,Unknown,12-05-2015},23:25},None,,,,,9,1,adult,127kg,114cm,85cm,Wed Jan 08 2020 07:11:58 GMT+0000 (Greenwich Mean Time),None,None,61,Yes,None,None,None,,Thu Mar 08 2018 15:00:39 GMT+0000 (Greenwich Mean Time),
54cec084-8a02-4fab-85c5-2e544486da02,Deer,Reptile,Mamalia,Pune,MVS-CA,MVS-NB,Wed Apr 05 2017 17:14:58 GMT+0100 (British Summer Time),None,Unknown,11-08-2011},09:55},None,,,,,11,4,subadult,41kg,73cm,49cm,Sat Mar 28 2015 00:34:58 GMT+0000 (Greenwich Mean Time),None,None,52,Yes,None,None,None,,Mon Aug 19 2019 06:37:58 GMT+0100 (British Summer Time),
079b2083-c193-4b53-907f-11034b0d7184,Turtle,Turtle,Aves,Bengal,MVS-CA,MVS-EA,Sat Feb 02 2013 07:19:49 GMT+0000 (Greenwich Mean Time),None,Unknown,30-09-2019},15:55},None,,,,,3,9,neonate,46kg,131cm,105cm,Sun Oct 23 2011 21:55:36 GMT+0100 (British Summer Time),None,None,81,Yes,None,None,None,,Thu Jul 18 2013 08:12:27 GMT+0100 (British Summer Time),
1c4b040f-327b-4f12-9d5c-ba48d35c9b96,Eagle,Turtle,Mamalia,Bombay,MVS-NB,MVS-NB,Fri May 06 2011 00:00:51 GMT+0100 (British Summer Time),None,Unknown,23-12-2019},01:46},None,,,,,6,4,subadult,31kg,168cm,22cm,Mon Sep 27 2010 19:33:26 GMT+0100 (British Summer Time),None,None,145,Yes,None,None,None,,Fri Apr 02 2021 00:06:29 GMT+0100 (British Summer Time),
e46e504a-ae31-4e86-ae20-687c06895a70,Deer,Owl,Aves,Bombay,MVS-NB,MVS-NB,Mon Mar 25 2013 20:12:55 GMT+0000 (Greenwich Mean Time),None,Unknown,23-01-2013},10:42},None,,,,,3,7,infant,94kg,139cm,83cm,Thu Jun 23 2011 03:53:19 GMT+0100 (British Summer Time),None,None,67,Yes,None,None,None,,Tue Dec 24 2019 13:38:33 GMT+0000 (Greenwich Mean Time),
74708b0d-88b8-440d-babb-619e8d52d357,Eagle,Reptile,Aves,Bengal,MVS-EA,MVS-CA,Tue Sep 29 2020 01:16:18 GMT+0100 (British Summer Time),None,Unknown,07-01-2011},22:45},None,,,,,15,4,infant,50kg,151cm,111cm,Mon Dec 19 2016 11:25:20 GMT+0000 (Greenwich Mean Time),None,None,65,Yes,None,None,None,,Mon May 17 2021 17:15:36 GMT+0100 (British Summer Time),
7129a02f-90f3-496b-a3b2-d6bcbbf9ba65,Turtle,Tiger,Mamalia,Chenai,MVS-CA,MVS-CA,Tue Oct 01 2019 03:49:47 GMT+0100 (British Summer Time),None,Unknown,18-04-2012},13:37},None,,,,,12,2,adult,33kg,127cm,63cm,Sat Feb 06 2021 13:14:17 GMT+0000 (Greenwich Mean Time),None,None,85,Yes,None,None,None,,Sun Dec 04 2011 22:43:53 GMT+0000 (Greenwich Mean Time),
aa3a64f4-b9dd-4ef4-9351-399e5db4085f,Owl,Eagle,Reptilia,Pune,MVS-EA,MVS-EA,Thu Jul 14 2016 06:12:05 GMT+0100 (British Summer Time),None,Unknown,20-02-2020},21:04},None,,,,,3,7,subadult,74kg,215cm,132cm,Sun Apr 08 2012 16:49:10 GMT+0100 (British Summer Time),None,None,73,Yes,None,None,None,,Thu Jun 23 2016 02:07:47 GMT+0100 (British Summer Time),
80e1f76d-b495-46f9-87d6-301653a8d9a4,Elephant,Elephant,Aves,Bombay,MVS-CA,MVS-EA,Sun Nov 27 2011 04:17:02 GMT+0000 (Greenwich Mean Time),None,Unknown,24-03-2011},02:10},None,,,,,12,10,infant,119kg,66cm,118cm,Fri Aug 19 2011 01:49:09 GMT+0100 (British Summer Time),None,None,134,Yes,None,None,None,,Fri Apr 02 2010 05:58:32 GMT+0100 (British Summer Time),
0b81f649-cc90-4c10-b3db-5229f3c51739,Monkey,Eagle,Mamalia,Delhi,MVS-EA,MVS-NB,Fri Aug 07 2015 00:38:48 GMT+0100 (British Summer Time),None,Unknown,23-03-2011},09:54},None,,,,,1,11,neonate,62kg,158cm,61cm,Wed Apr 23 2014 02:09:27 GMT+0100 (British Summer Time),None,None,56,Yes,None,None,None,,Sun May 03 2020 07:54:48 GMT+0100 (British Summer Time),
341effa0-3c29-42be-b889-9fc203e76bb1,Eagle,Eagle,Aves,Pune,MVS-CA,MVS-NB,Sun Sep 29 2019 16:13:27 GMT+0100 (British Summer Time),None,Unknown,28-09-2016},08:15},None,,,,,15,5,adult,88kg,47cm,20cm,Fri Dec 27 2013 17:44:30 GMT+0000 (Greenwich Mean Time),None,None,136,Yes,None,None,None,,Fri Jul 31 2015 10:22:00 GMT+0100 (British Summer Time),
2c3eecfd-5cc2-4989-9471-079975247436,Turtle,Turtle,Mamalia,Hydrabad,MVS-CA,MVS-EA,Mon Nov 05 2012 20:48:22 GMT+0000 (Greenwich Mean Time),None,Unknown,10-01-2011},15:29},None,,,,,13,8,adult,56kg,291cm,112cm,Thu Oct 31 2013 18:53:57 GMT+0000 (Greenwich Mean Time),None,None,108,Yes,None,None,None,,Wed Aug 14 2013 19:18:53 GMT+0100 (British Summer Time),
a78730ad-7b33-441c-abd6-2129568d6e87,Tiger,Turtle,Mamalia,Hydrabad,MVS-NB,MVS-NB,Sun Jan 10 2010 14:39:55 GMT+0000 (Greenwich Mean Time),None,Unknown,21-10-2014},03:25},None,,,,,11,3,neonate,92kg,158cm,27cm,Mon Jun 20 2011 23:52:18 GMT+0100 (British Summer Time),None,None,105,Yes,None,None,None,,Fri Mar 27 2020 00:08:30 GMT+0000 (Greenwich Mean Time),
b4647943-5cbb-4107-b979-7dff3666acbe,Turtle,Turtle,Aves,Hydrabad,MVS-NB,MVS-CA,Sun Jun 18 2017 22:09:48 GMT+0100 (British Summer Time),None,Unknown,14-08-2017},14:37},None,,,,,1,2,subadult,78kg,191cm,47cm,Wed May 01 2019 04:10:56 GMT+0100 (British Summer Time),None,None,57,Yes,None,None,None,,Mon Feb 25 2013 15:20:49 GMT+0000 (Greenwich Mean Time),
81c6513b-2ec2-4568-adf4-3eb78f78ea2b,Eagle,Eagle,Aves,Chenai,MVS-NB,MVS-CA,Wed Nov 09 2011 13:14:05 GMT+0000 (Greenwich Mean Time),None,Unknown,17-11-2013},17:52},None,,,,,14,11,neonate,26kg,66cm,37cm,Fri Feb 18 2011 21:15:42 GMT+0000 (Greenwich Mean Time),None,None,53,Yes,None,None,None,,Tue Feb 28 2017 22:01:14 GMT+0000 (Greenwich Mean Time),
4c862100-f267-4868-9a13-bc55d38551e6,Tiger,Eagle,Mamalia,Pune,MVS-NB,MVS-NB,Mon Apr 25 2016 17:39:27 GMT+0100 (British Summer Time),None,Unknown,12-06-2014},07:06},None,,,,,5,4,subadult,33kg,95cm,54cm,Sat Sep 24 2016 20:11:53 GMT+0100 (British Summer Time),None,None,83,Yes,None,None,None,,Tue Oct 20 2020 22:19:59 GMT+0100 (British Summer Time),
ceaf0c34-7044-4311-bb48-9ac947182a66,Owl,Owl,Mamalia,Chenai,MVS-CA,MVS-EA,Mon Feb 08 2010 17:49:36 GMT+0000 (Greenwich Mean Time),None,Unknown,20-06-2020},19:08},None,,,,,7,2,adult,92kg,30cm,34cm,Thu Jan 09 2020 02:48:38 GMT+0000 (Greenwich Mean Time),None,None,130,Yes,None,None,None,,Thu Nov 22 2018 18:12:17 GMT+0000 (Greenwich Mean Time),
fe631ffd-21db-4492-bff5-68f0312c19b2,Turtle,Owl,Aves,Delhi,MVS-CA,MVS-NB,Tue Jul 30 2013 17:26:19 GMT+0100 (British Summer Time),None,Unknown,24-06-2020},21:29},None,,,,,3,10,subadult,21kg,240cm,95cm,Sat May 11 2019 00:18:51 GMT+0100 (British Summer Time),None,None,74,Yes,None,None,None,,Sun May 15 2016 03:57:06 GMT+0100 (British Summer Time),
acef896c-dcf8-42a8-bbd2-c0e9b84a9f59,Elephant,Monkey,Aves,Bombay,MVS-CA,MVS-NB,Sat Oct 24 2015 04:21:02 GMT+0100 (British Summer Time),None,Unknown,19-06-2012},12:54},None,,,,,1,5,infant,23kg,106cm,83cm,Mon Mar 05 2018 08:57:44 GMT+0000 (Greenwich Mean Time),None,None,90,Yes,None,None,None,,Mon Aug 04 2014 05:54:23 GMT+0100 (British Summer Time),
7f341755-5788-4670-83bb-5d89e56ea799,Tiger,Reptile,Aves,Bombay,MVS-EA,MVS-NB,Wed Feb 20 2013 16:36:26 GMT+0000 (Greenwich Mean Time),None,Unknown,19-04-2014},22:10},None,,,,,6,7,infant,86kg,25cm,84cm,Tue Nov 19 2019 12:43:22 GMT+0000 (Greenwich Mean Time),None,None,108,Yes,None,None,None,,Mon Dec 21 2015 07:52:28 GMT+0000 (Greenwich Mean Time),
213bfb13-d9e8-4d8c-b5ad-3556190e81c3,Monkey,Turtle,Reptilia,Delhi,MVS-CA,MVS-EA,Sun May 14 2017 02:29:20 GMT+0100 (British Summer Time),None,Unknown,17-03-2018},01:15},None,,,,,14,5,neonate,115kg,103cm,140cm,Mon Nov 19 2012 09:35:22 GMT+0000 (Greenwich Mean Time),None,None,142,Yes,None,None,None,,Mon May 02 2016 10:04:43 GMT+0100 (British Summer Time),
ad8b37ea-2eeb-469c-960a-d23c324fb6a7,Turtle,Turtle,Reptilia,Pune,MVS-NB,MVS-NB,Tue Jun 25 2019 07:51:58 GMT+0100 (British Summer Time),None,Unknown,24-07-2013},22:30},None,,,,,10,2,infant,72kg,222cm,70cm,Tue Feb 09 2016 05:57:32 GMT+0000 (Greenwich Mean Time),None,None,71,Yes,None,None,None,,Wed Nov 14 2012 09:22:10 GMT+0000 (Greenwich Mean Time),
ebab853b-6b08-4b5c-84ca-da1ed84a3cde,Monkey,Tiger,Mamalia,Hydrabad,MVS-NB,MVS-EA,Thu Jun 18 2020 10:26:26 GMT+0100 (British Summer Time),None,Unknown,07-05-2020},17:02},None,,,,,5,9,adult,147kg,95cm,54cm,Sun Jun 19 2011 01:50:28 GMT+0100 (British Summer Time),None,None,72,Yes,None,None,None,,Mon Oct 16 2017 05:37:15 GMT+0100 (British Summer Time),
1d440429-4f6d-4aea-a038-c27bf78bfba7,Elephant,Turtle,Reptilia,Bombay,MVS-NB,MVS-CA,Wed May 21 2014 02:18:08 GMT+0100 (British Summer Time),None,Unknown,04-06-2018},14:21},None,,,,,14,9,subadult,34kg,150cm,54cm,Tue Mar 10 2020 14:23:23 GMT+0000 (Greenwich Mean Time),None,None,114,Yes,None,None,None,,Sun Mar 06 2011 18:41:09 GMT+0000 (Greenwich Mean Time),
a0eadd84-abdc-4348-a3d8-a2153d31735c,Owl,Turtle,Reptilia,Bombay,MVS-NB,MVS-EA,Sat Apr 14 2012 12:20:57 GMT+0100 (British Summer Time),None,Unknown,01-04-2020},16:29},None,,,,,9,8,neonate,132kg,75cm,45cm,Sun Jul 20 2014 16:26:45 GMT+0100 (British Summer Time),None,None,111,Yes,None,None,None,,Sun Sep 13 2015 10:20:27 GMT+0100 (British Summer Time),
a84339cc-ccb1-49a4-9805-9230b143e8dd,Deer,Tiger,Aves,Hydrabad,MVS-NB,MVS-CA,Thu May 16 2019 19:20:09 GMT+0100 (British Summer Time),None,Unknown,02-09-2016},17:14},None,,,,,5,2,adult,96kg,264cm,104cm,Tue Dec 04 2018 19:07:33 GMT+0000 (Greenwich Mean Time),None,None,118,Yes,None,None,None,,Sun Mar 15 2020 21:38:43 GMT+0000 (Greenwich Mean Time),
f693ac59-b04d-41bd-a1cf-600408bbe14e,Tiger,Owl,Aves,Hydrabad,MVS-NB,MVS-CA,Thu Oct 20 2011 20:08:15 GMT+0100 (British Summer Time),None,Unknown,10-02-2014},07:26},None,,,,,5,7,infant,27kg,283cm,25cm,Wed Apr 21 2021 18:15:57 GMT+0100 (British Summer Time),None,None,114,Yes,None,None,None,,Wed Apr 24 2013 09:22:44 GMT+0100 (British Summer Time),
e022838a-de4e-4e70-b434-2a3cd1e574ea,Monkey,Deer,Reptilia,Bombay,MVS-EA,MVS-EA,Sun May 31 2015 23:38:41 GMT+0100 (British Summer Time),None,Unknown,17-11-2015},06:39},None,,,,,10,11,subadult,129kg,173cm,57cm,Sat Sep 21 2019 04:58:28 GMT+0100 (British Summer Time),None,None,60,Yes,None,None,None,,Sun Dec 06 2015 19:24:42 GMT+0000 (Greenwich Mean Time),
0eeab4c7-f9d9-42b7-b59f-5afc540d4855,Owl,Monkey,Mamalia,Pune,MVS-CA,MVS-CA,Wed Dec 16 2015 02:28:28 GMT+0000 (Greenwich Mean Time),None,Unknown,11-02-2010},21:01},None,,,,,14,1,subadult,76kg,231cm,116cm,Tue Mar 07 2017 00:29:28 GMT+0000 (Greenwich Mean Time),None,None,64,Yes,None,None,None,,Wed Feb 22 2017 02:43:06 GMT+0000 (Greenwich Mean Time),
35957f37-8319-454f-963a-24e843b898ad,Tiger,Tiger,Reptilia,Hydrabad,MVS-EA,MVS-NB,Wed Oct 17 2012 17:17:47 GMT+0100 (British Summer Time),None,Unknown,18-10-2019},04:28},None,,,,,1,6,adult,68kg,266cm,65cm,Wed Oct 23 2013 01:25:05 GMT+0100 (British Summer Time),None,None,98,Yes,None,None,None,,Tue Sep 30 2014 09:51:01 GMT+0100 (British Summer Time),
273539bf-1788-467d-af19-fc0f8cc779ba,Tiger,Reptile,Aves,Bombay,MVS-CA,MVS-NB,Tue Jul 20 2010 19:13:03 GMT+0100 (British Summer Time),None,Unknown,16-01-2014},03:00},None,,,,,7,1,neonate,61kg,35cm,39cm,Mon Dec 12 2011 00:58:32 GMT+0000 (Greenwich Mean Time),None,None,75,Yes,None,None,None,,Fri Sep 03 2010 02:53:35 GMT+0100 (British Summer Time),
7637639b-f34a-45c7-9a80-e00d766fd7ef,Elephant,Elephant,Aves,Pune,MVS-CA,MVS-NB,Sun Nov 04 2018 00:32:15 GMT+0000 (Greenwich Mean Time),None,Unknown,17-09-2015},11:56},None,,,,,1,2,neonate,133kg,66cm,129cm,Wed Nov 11 2020 05:03:35 GMT+0000 (Greenwich Mean Time),None,None,117,Yes,None,None,None,,Thu Feb 16 2017 16:35:13 GMT+0000 (Greenwich Mean Time),
6e6f2ef0-f983-49f1-966d-1d36ff83803a,Owl,Monkey,Mamalia,Bombay,MVS-EA,MVS-EA,Mon Nov 16 2015 03:13:44 GMT+0000 (Greenwich Mean Time),None,Unknown,17-12-2020},01:52},None,,,,,7,3,infant,85kg,20cm,129cm,Sun Feb 25 2018 15:23:42 GMT+0000 (Greenwich Mean Time),None,None,59,Yes,None,None,None,,Sat Jan 09 2016 03:39:27 GMT+0000 (Greenwich Mean Time),
b6c1333e-bb94-46c2-9a78-eda5b02c585d,Elephant,Eagle,Aves,Bombay,MVS-CA,MVS-CA,Fri Aug 07 2020 12:36:14 GMT+0100 (British Summer Time),None,Unknown,30-06-2013},04:50},None,,,,,14,9,subadult,60kg,165cm,124cm,Sun Jun 17 2018 11:55:19 GMT+0100 (British Summer Time),None,None,67,Yes,None,None,None,,Wed Nov 28 2018 07:34:01 GMT+0000 (Greenwich Mean Time),
6c771884-f325-4669-a87f-d5bd12ca70ff,Owl,Tiger,Aves,Hydrabad,MVS-CA,MVS-CA,Tue Oct 01 2019 12:31:22 GMT+0100 (British Summer Time),None,Unknown,05-02-2017},18:12},None,,,,,10,7,infant,127kg,57cm,34cm,Tue May 31 2016 05:24:46 GMT+0100 (British Summer Time),None,None,70,Yes,None,None,None,,Fri Aug 09 2013 14:58:39 GMT+0100 (British Summer Time),
8ac8b855-0d11-46df-9802-7541cddbb41f,Turtle,Monkey,Aves,Chenai,MVS-EA,MVS-CA,Fri Feb 26 2021 05:39:50 GMT+0000 (Greenwich Mean Time),None,Unknown,30-03-2019},21:16},None,,,,,12,8,infant,117kg,194cm,71cm,Wed Jan 06 2010 21:15:07 GMT+0000 (Greenwich Mean Time),None,None,115,Yes,None,None,None,,Thu Jan 09 2014 07:39:16 GMT+0000 (Greenwich Mean Time),
6abffd4d-d64b-4854-b448-4e555b13e092,Turtle,Elephant,Aves,Delhi,MVS-NB,MVS-NB,Mon Apr 20 2020 11:27:45 GMT+0100 (British Summer Time),None,Unknown,14-08-2017},08:54},None,,,,,12,2,subadult,92kg,288cm,150cm,Tue May 08 2012 05:10:32 GMT+0100 (British Summer Time),None,None,135,Yes,None,None,None,,Fri Jul 27 2018 09:55:47 GMT+0100 (British Summer Time),
8b3816ba-e411-42d3-84e9-e963b7a563b5,Reptile,Elephant,Mamalia,Chenai,MVS-EA,MVS-NB,Mon Feb 03 2014 23:19:30 GMT+0000 (Greenwich Mean Time),None,Unknown,23-04-2014},05:47},None,,,,,6,7,subadult,58kg,209cm,25cm,Thu Dec 27 2012 22:44:16 GMT+0000 (Greenwich Mean Time),None,None,140,Yes,None,None,None,,Tue Aug 30 2011 06:15:21 GMT+0100 (British Summer Time),
3f060ebd-b7f3-4e8d-899c-2b32741a45b6,Owl,Tiger,Reptilia,Pune,MVS-EA,MVS-CA,Mon Mar 27 2017 02:03:27 GMT+0100 (British Summer Time),None,Unknown,04-02-2013},12:16},None,,,,,1,7,neonate,69kg,289cm,59cm,Sat Mar 23 2013 00:34:02 GMT+0000 (Greenwich Mean Time),None,None,68,Yes,None,None,None,,Fri Apr 23 2010 08:23:08 GMT+0100 (British Summer Time),
c38a5384-ce50-4698-8388-6c01357bb37d,Tiger,Owl,Reptilia,Hydrabad,MVS-EA,MVS-EA,Fri Nov 02 2018 14:46:24 GMT+0000 (Greenwich Mean Time),None,Unknown,15-02-2011},17:04},None,,,,,13,7,neonate,43kg,106cm,62cm,Sun Mar 20 2016 08:32:25 GMT+0000 (Greenwich Mean Time),None,None,100,Yes,None,None,None,,Sun Jun 18 2017 01:40:48 GMT+0100 (British Summer Time),
41361d00-e3ef-4bd2-8855-6bfa5cdf5f3f,Elephant,Turtle,Reptilia,Hydrabad,MVS-CA,MVS-NB,Mon May 24 2021 22:43:21 GMT+0100 (British Summer Time),None,Unknown,16-11-2017},20:01},None,,,,,2,3,subadult,34kg,240cm,126cm,Sun Jul 26 2020 05:07:46 GMT+0100 (British Summer Time),None,None,64,Yes,None,None,None,,Fri Nov 06 2015 23:01:40 GMT+0000 (Greenwich Mean Time),
488d1bfd-1c05-4207-bad3-35160fb775a6,Deer,Reptile,Aves,Chenai,MVS-CA,MVS-NB,Sun Sep 22 2019 08:17:37 GMT+0100 (British Summer Time),None,Unknown,01-08-2020},21:55},None,,,,,11,11,adult,59kg,45cm,51cm,Sat Feb 27 2010 15:59:28 GMT+0000 (Greenwich Mean Time),None,None,90,Yes,None,None,None,,Tue May 18 2021 01:20:59 GMT+0100 (British Summer Time),
7cbadfc7-db8f-4fbc-99e0-059eeb83fbf7,Monkey,Eagle,Mamalia,Chenai,MVS-EA,MVS-NB,Tue Apr 02 2019 23:38:05 GMT+0100 (British Summer Time),None,Unknown,27-09-2020},23:36},None,,,,,5,5,neonate,60kg,188cm,141cm,Mon Jul 31 2017 10:15:24 GMT+0100 (British Summer Time),None,None,147,Yes,None,None,None,,Thu Jul 21 2011 11:01:30 GMT+0100 (British Summer Time),
79b10a3e-4f61-4c37-9cac-ac1330295cbf,Tiger,Owl,Mamalia,Bengal,MVS-NB,MVS-CA,Mon Nov 28 2011 06:24:03 GMT+0000 (Greenwich Mean Time),None,Unknown,16-11-2018},02:19},None,,,,,8,9,infant,69kg,128cm,96cm,Sun Jun 04 2017 18:01:52 GMT+0100 (British Summer Time),None,None,101,Yes,None,None,None,,Sat Nov 24 2018 12:14:35 GMT+0000 (Greenwich Mean Time),
5045c804-4486-4895-a9a2-da095fad6def,Eagle,Elephant,Aves,Delhi,MVS-NB,MVS-NB,Thu Oct 07 2010 15:26:40 GMT+0100 (British Summer Time),None,Unknown,11-11-2013},22:28},None,,,,,9,4,subadult,104kg,254cm,99cm,Tue Nov 22 2016 09:16:11 GMT+0000 (Greenwich Mean Time),None,None,144,Yes,None,None,None,,Sat Aug 17 2013 07:36:17 GMT+0100 (British Summer Time),
ed536754-7be9-43f5-b938-5a2781e7422e,Eagle,Owl,Mamalia,Delhi,MVS-CA,MVS-CA,Thu Feb 01 2018 04:20:14 GMT+0000 (Greenwich Mean Time),None,Unknown,24-11-2014},07:14},None,,,,,8,8,neonate,139kg,225cm,85cm,Tue Jun 12 2012 19:27:44 GMT+0100 (British Summer Time),None,None,81,Yes,None,None,None,,Mon Dec 03 2018 05:48:10 GMT+0000 (Greenwich Mean Time),
387d43d1-165b-4e89-b4c4-a86dde38d880,Reptile,Reptile,Mamalia,Delhi,MVS-NB,MVS-EA,Wed Aug 03 2016 20:52:33 GMT+0100 (British Summer Time),None,Unknown,24-03-2017},14:49},None,,,,,12,1,infant,77kg,54cm,23cm,Mon Nov 07 2016 03:06:03 GMT+0000 (Greenwich Mean Time),None,None,73,Yes,None,None,None,,Tue Sep 24 2019 03:10:15 GMT+0100 (British Summer Time),
5ee23d28-8731-4908-b1ab-bc16e33aee93,Monkey,Reptile,Mamalia,Pune,MVS-EA,MVS-NB,Mon Jun 22 2015 15:53:57 GMT+0100 (British Summer Time),None,Unknown,06-11-2017},16:40},None,,,,,4,11,infant,24kg,246cm,81cm,Mon May 31 2010 02:36:09 GMT+0100 (British Summer Time),None,None,68,Yes,None,None,None,,Mon Dec 28 2015 14:54:37 GMT+0000 (Greenwich Mean Time),
1f84ae3e-81ce-4691-af6e-a5446c1821ab,Eagle,Elephant,Mamalia,Delhi,MVS-NB,MVS-EA,Wed Jan 20 2016 19:58:09 GMT+0000 (Greenwich Mean Time),None,Unknown,18-12-2019},19:45},None,,,,,2,2,infant,43kg,181cm,55cm,Mon Jan 15 2018 14:02:05 GMT+0000 (Greenwich Mean Time),None,None,122,Yes,None,None,None,,Mon Mar 15 2021 20:01:14 GMT+0000 (Greenwich Mean Time),
64c343b7-271c-4259-a786-7023d1e3dfdf,Eagle,Reptile,Mamalia,Hydrabad,MVS-EA,MVS-CA,Tue Apr 18 2017 06:42:50 GMT+0100 (British Summer Time),None,Unknown,27-10-2018},00:02},None,,,,,1,11,adult,89kg,69cm,103cm,Sat Dec 17 2011 12:16:04 GMT+0000 (Greenwich Mean Time),None,None,120,Yes,None,None,None,,Wed Apr 20 2016 19:28:45 GMT+0100 (British Summer Time),
b3c745d2-0cf9-46a7-94ed-d3f5f6ee9703,Deer,Owl,Mamalia,Bombay,MVS-CA,MVS-CA,Wed Dec 15 2010 14:38:15 GMT+0000 (Greenwich Mean Time),None,Unknown,25-04-2016},22:29},None,,,,,12,7,neonate,138kg,64cm,23cm,Sun Jul 26 2015 18:25:34 GMT+0100 (British Summer Time),None,None,117,Yes,None,None,None,,Tue Jan 27 2015 06:43:15 GMT+0000 (Greenwich Mean Time),
06cbe6ec-ee9c-4999-bf1a-8b7c0a31c920,Eagle,Eagle,Reptilia,Hydrabad,MVS-NB,MVS-CA,Sat Aug 11 2012 02:34:49 GMT+0100 (British Summer Time),None,Unknown,12-05-2015},23:39},None,,,,,8,11,infant,136kg,262cm,95cm,Thu Nov 26 2020 10:44:40 GMT+0000 (Greenwich Mean Time),None,None,65,Yes,None,None,None,,Sat Feb 23 2019 16:22:35 GMT+0000 (Greenwich Mean Time),
815fc2a4-a79f-40e6-bfe4-26977cdb4e93,Deer,Reptile,Mamalia,Bombay,MVS-NB,MVS-NB,Wed May 25 2016 04:23:05 GMT+0100 (British Summer Time),None,Unknown,21-02-2010},18:53},None,,,,,11,8,subadult,97kg,75cm,24cm,Fri Apr 19 2013 15:54:55 GMT+0100 (British Summer Time),None,None,129,Yes,None,None,None,,Sun Oct 03 2010 20:27:56 GMT+0100 (British Summer Time),
b93b9f16-0afb-48aa-a694-b8944a814255,Elephant,Tiger,Mamalia,Delhi,MVS-CA,MVS-CA,Fri Aug 02 2019 22:30:54 GMT+0100 (British Summer Time),None,Unknown,28-07-2016},20:53},None,,,,,8,7,subadult,102kg,155cm,20cm,Sun Jul 14 2013 08:39:02 GMT+0100 (British Summer Time),None,None,58,Yes,None,None,None,,Thu Mar 31 2011 13:40:05 GMT+0100 (British Summer Time),
